ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
141,35,Male,Divorced,Analyst,10.6,51622,45,1.3,Partial,High,Hypertension,Large,Operations,5,3,Yes,Medium,High,18,Medium,Low,High,Average,14,Yes,Yes,Yes,Sometimes,Hyderabad
142,29,Male,Married,Analyst,4.8,56532,45,0.7,Partial,Medium,None,Medium,Marketing,6.2,5,No,Medium,Medium,17,High,Low,Medium,Poor,48,Yes,No,No,Sometimes,Pune
143,24,Male,Married,Developer,0.7,106959,48,1.4,No,Medium,None,Small,Marketing,5.5,5,Yes,Medium,Medium,18,Medium,Medium,Medium,Excellent,47,Yes,Yes,Yes,Sometimes,Hyderabad
144,33,Other,Married,Manager,9.9,223811,51,1.6,Yes,Low,Migraine,Medium,Operations,5,4,Yes,Medium,Medium,13,Medium,Low,Medium,Poor,5,Yes,No,Yes,Often,Mumbai
145,24,Female,Single,Intern,2,16344,32,1.1,No,Low,Migraine,Small,HR,7.2,4,No,Medium,High,8,Low,Low,High,Poor,47,No,No,Yes,Rarely,Pune
146,48,Male,Single,CEO,14.7,502659,65,1.9,Partial,High,Arthritis,Small,Marketing,5,3,Yes,High,Medium,13,Low,Medium,Low,Good,10,No,No,Yes,Often,Bangalore
147,24,Female,Single,Intern,3.1,15069,28,2.3,Partial,Low,None,Small,Operations,6.7,5,Yes,High,High,13,High,Low,Low,Excellent,14,No,Yes,No,Rarely,Delhi
148,36,Other,Single,Manager,3.4,262008,59,0.6,No,Medium,Migraine,Small,Operations,5,5,Yes,High,High,12,Medium,High,Low,Poor,9,No,No,Yes,Often,Pune
149,22,Male,Single,Intern,1.8,16129,27,1.5,No,Low,Migraine,Large,Operations,7.5,3,No,High,Medium,16,Medium,High,High,Good,6,No,No,No,Rarely,Kolkata
150,35,Female,Single,Designer,8.9,43174,47,1.2,Partial,Low,Migraine,Small,HR,5,4,Yes,Medium,Medium,6,Medium,Low,High,Poor,10,No,Yes,No,Rarely,Hyderabad
151,51,Other,Married,CEO,5,593946,64,0.5,No,Medium,Back Pain,Medium,Operations,5,4,No,Medium,High,17,Low,High,Medium,Good,19,Yes,Yes,No,Often,Kolkata
152,36,Female,Married,Manager,6.2,231828,52,2.3,Partial,Low,Migraine,Large,HR,5,4,Yes,High,Medium,20,Low,High,Medium,Good,6,No,Yes,Yes,Often,Delhi
153,57,Male,Married,CEO,13.8,542335,68,1,Partial,High,Hypertension,Medium,Marketing,5,3,Yes,Medium,Medium,10,High,Medium,Medium,Excellent,29,No,No,No,Often,Hyderabad
154,33,Other,Single,Designer,1.3,53896,50,2.9,Yes,Low,None,Medium,HR,5,5,Yes,Medium,Medium,5,High,High,Medium,Poor,43,Yes,No,Yes,Rarely,Mumbai
155,28,Other,Divorced,Designer,3.3,41331,48,1.2,Partial,Medium,None,Small,Engineering,6.5,5,No,Medium,Medium,12,Medium,High,Medium,Poor,33,No,No,Yes,Rarely,Kolkata
156,37,Other,Divorced,Manager,5.1,260334,59,0.8,Partial,Low,Migraine,Large,Operations,5,4,Yes,High,Medium,5,High,Medium,Medium,Good,23,Yes,No,No,Often,Hyderabad
157,25,Other,Divorced,Designer,2.7,45551,42,1.1,Partial,Low,Migraine,Small,Engineering,6.5,5,Yes,High,High,17,Medium,Medium,High,Poor,15,No,No,No,Rarely,Kolkata
158,34,Male,Divorced,Designer,11.5,47322,46,0.7,No,High,Diabetes,Large,Engineering,5.5,3,No,High,Medium,16,Low,High,High,Average,29,Yes,No,Yes,Rarely,Kolkata
159,41,Other,Single,CEO,14.5,509600,61,1.5,Partial,High,Hypertension,Large,HR,5,3,Yes,High,High,9,High,High,Low,Excellent,21,No,Yes,No,Often,Kolkata
160,30,Other,Married,Developer,1.5,87432,41,0.9,No,Low,Migraine,Small,Marketing,5.2,5,No,Medium,Medium,5,Low,High,High,Excellent,32,Yes,Yes,Yes,Sometimes,Pune
161,37,Female,Married,Manager,12.8,269916,57,2.6,Partial,High,Hypertension,Medium,Marketing,5,3,No,Medium,High,15,High,Medium,Medium,Poor,40,No,No,No,Often,Mumbai
162,22,Male,Married,Intern,1.9,17245,34,0.8,Partial,Medium,None,Medium,Marketing,7.5,3,No,Medium,Medium,18,Medium,High,Low,Average,40,No,Yes,Yes,Rarely,Kolkata
163,44,Other,Divorced,Manager,16.8,296493,51,1.8,Yes,High,Arthritis,Large,Engineering,5,2,Yes,Low,Medium,7,Medium,Low,Medium,Poor,27,No,Yes,No,Often,Bangalore
164,44,Other,Married,CEO,23.3,536352,60,1.9,Partial,High,Back Pain,Large,Operations,5,1,No,Medium,High,9,Medium,Medium,High,Poor,50,No,No,Yes,Often,Bangalore
165,28,Male,Divorced,Developer,1.1,98563,49,1.2,No,Medium,None,Medium,Operations,6.2,5,Yes,Low,Medium,8,High,Medium,High,Excellent,3,Yes,No,Yes,Sometimes,Pune
166,35,Other,Single,Designer,7,40998,48,1.6,Yes,Low,None,Small,Marketing,5,4,No,High,Medium,9,High,High,Low,Good,39,Yes,Yes,No,Rarely,Delhi
167,51,Other,Divorced,CEO,14.9,533186,66,1.7,Yes,High,Back Pain,Small,Marketing,5,3,No,Low,Medium,7,High,Low,Medium,Average,29,No,Yes,Yes,Often,Bangalore
168,29,Male,Divorced,Developer,1.3,100135,42,2.8,Yes,Low,None,Large,HR,5,5,Yes,High,High,13,Low,Low,Medium,Poor,48,Yes,Yes,Yes,Sometimes,Bangalore
169,22,Male,Single,Intern,0.8,16452,32,1.8,Yes,Medium,None,Large,Operations,6.7,5,No,Low,High,20,Medium,Low,High,Poor,13,No,Yes,Yes,Rarely,Delhi
170,35,Female,Divorced,Designer,4.2,44898,50,1.1,Partial,Low,Migraine,Medium,Marketing,5.2,5,Yes,High,High,11,Medium,Medium,Low,Average,46,No,No,No,Rarely,Pune
171,24,Male,Divorced,Intern,1.9,18789,30,0.5,No,Low,Migraine,Large,HR,6.5,5,No,Low,Medium,10,Medium,Medium,High,Good,28,No,Yes,No,Rarely,Hyderabad
172,25,Male,Single,Designer,1.4,43485,40,2,Yes,Medium,None,Medium,Engineering,5,5,No,Medium,Medium,8,Low,Low,Low,Good,39,No,No,No,Rarely,Bangalore
173,29,Other,Married,Developer,7,115091,47,0.8,No,Low,Migraine,Large,Operations,6.5,4,Yes,High,Medium,7,Low,Medium,High,Average,17,Yes,No,Yes,Sometimes,Kolkata
174,24,Other,Married,Intern,1,19868,26,2.3,Partial,Low,Migraine,Large,Engineering,6.7,5,Yes,Medium,Medium,16,Low,High,Low,Excellent,10,Yes,No,Yes,Rarely,Delhi
175,34,Other,Divorced,Manager,12.3,267787,60,2.8,Yes,High,Diabetes,Small,Operations,5,3,No,High,Medium,18,High,Medium,Low,Excellent,8,No,Yes,Yes,Often,Delhi
176,35,Female,Single,Analyst,13.1,47818,40,1.5,Partial,High,Back Pain,Large,Engineering,5.5,3,Yes,Low,High,8,High,High,Medium,Good,14,Yes,Yes,No,Sometimes,Kolkata
177,40,Female,Divorced,CEO,15.7,566959,61,1.8,Partial,High,Diabetes,Large,Marketing,5,2,Yes,Low,Medium,12,Medium,Medium,Medium,Good,45,Yes,No,Yes,Often,Delhi
178,35,Other,Single,Designer,9,50320,45,1.8,Partial,Medium,None,Small,Marketing,5,4,Yes,Medium,Medium,15,Medium,Medium,Medium,Poor,43,No,No,Yes,Rarely,Mumbai
179,42,Male,Single,CEO,10.3,591481,60,2.7,Yes,High,Arthritis,Medium,Engineering,5,3,No,Low,High,18,Low,Low,Low,Good,27,Yes,No,No,Often,Delhi
180,32,Other,Divorced,Analyst,9.5,56098,41,1.7,Yes,Low,Migraine,Medium,Engineering,5,4,Yes,Low,Medium,8,High,High,Medium,Excellent,4,No,No,Yes,Sometimes,Mumbai
181,35,Female,Divorced,Manager,10.1,220766,51,1.4,Partial,High,Diabetes,Medium,Engineering,5,3,Yes,Medium,Medium,6,Medium,Medium,High,Poor,3,No,Yes,No,Often,Hyderabad
182,26,Male,Married,Developer,3.4,112971,40,1.2,Partial,Medium,Migraine,Large,Engineering,6.5,5,No,High,High,9,High,Medium,Medium,Excellent,18,Yes,Yes,No,Sometimes,Kolkata
183,40,Other,Divorced,Manager,19.9,250737,53,2.7,Partial,High,Back Pain,Large,Operations,5,2,No,Low,High,12,Low,Low,Low,Average,31,No,Yes,Yes,Often,Delhi
184,39,Female,Divorced,Manager,14.8,274199,57,1.6,Yes,High,Back Pain,Large,Engineering,5,3,No,Medium,Medium,20,High,High,High,Average,20,Yes,Yes,Yes,Often,Delhi
185,32,Male,Single,Designer,2.3,52557,48,1.5,Partial,Medium,Migraine,Small,Marketing,5.2,5,Yes,High,Medium,5,High,High,Medium,Poor,36,No,No,No,Rarely,Pune
186,27,Male,Divorced,Analyst,0.5,55859,40,1.2,Partial,Medium,Migraine,Small,Operations,5.5,5,No,Low,Medium,19,Medium,Low,High,Excellent,34,No,Yes,No,Sometimes,Hyderabad
187,28,Male,Married,Developer,2.9,100992,40,0.7,Partial,Low,Migraine,Small,HR,6.5,5,Yes,Medium,High,9,Low,Medium,High,Excellent,7,Yes,No,Yes,Sometimes,Kolkata
188,35,Other,Divorced,Analyst,2.2,45824,43,0.7,No,Low,Migraine,Medium,Engineering,5.5,5,Yes,High,High,18,High,High,High,Poor,37,No,No,No,Sometimes,Kolkata
189,24,Male,Divorced,Intern,3.5,16947,31,0.5,No,Low,Migraine,Small,Marketing,7.2,4,Yes,Low,High,5,Low,Low,Medium,Excellent,16,No,Yes,Yes,Rarely,Pune
190,28,Male,Divorced,Developer,4.1,111635,47,2.8,Partial,Low,Migraine,Large,HR,5,5,Yes,Low,High,8,Low,Medium,Medium,Excellent,21,No,Yes,No,Sometimes,Bangalore
191,24,Other,Married,Developer,0.7,86920,49,0.8,No,Medium,None,Medium,Operations,5.5,5,Yes,High,High,7,Medium,Medium,Medium,Good,45,Yes,No,Yes,Sometimes,Hyderabad
192,36,Other,Married,Manager,3.9,265554,59,1.3,No,Low,Migraine,Small,HR,5,5,Yes,High,High,12,High,High,Medium,Good,2,No,No,Yes,Often,Kolkata
193,23,Female,Married,Intern,2.8,16750,33,1.8,Partial,Low,Migraine,Medium,Operations,6.2,4,No,Low,Medium,20,Low,Medium,Medium,Excellent,8,No,Yes,Yes,Rarely,Mumbai
194,28,Other,Single,Analyst,0.6,51910,44,1.3,No,Medium,None,Small,Marketing,5.5,5,Yes,Low,Medium,7,Medium,Low,Low,Poor,17,No,No,No,Sometimes,Hyderabad
195,26,Other,Single,Analyst,3.3,48080,45,2,Yes,Low,Migraine,Medium,Marketing,5.7,5,No,Low,Medium,18,Medium,Medium,High,Excellent,33,No,Yes,No,Sometimes,Delhi
196,35,Other,Divorced,Manager,8.5,254537,58,0.5,No,Low,Migraine,Large,Marketing,5,4,Yes,High,Medium,7,Low,High,Medium,Good,16,Yes,No,No,Often,Hyderabad
197,22,Other,Divorced,Developer,1.4,102774,46,1.4,Partial,Low,Migraine,Medium,HR,6.2,5,No,Low,Medium,18,Low,High,Low,Average,47,Yes,Yes,No,Sometimes,Pune
198,27,Male,Married,Developer,5,99838,43,0.8,No,Medium,Migraine,Large,HR,5.5,4,No,Medium,Medium,7,High,Low,Medium,Excellent,37,No,Yes,Yes,Sometimes,Hyderabad
199,29,Male,Single,Designer,7.2,54017,44,0.7,Partial,Medium,Migraine,Large,Engineering,6.5,4,No,Medium,Medium,5,Low,Medium,Low,Average,23,Yes,No,No,Rarely,Kolkata
200,33,Other,Married,Analyst,10.8,54503,42,1.8,Partial,High,Diabetes,Medium,Engineering,5,3,No,Medium,Medium,10,High,Medium,Low,Average,7,No,Yes,Yes,Sometimes,Delhi
201,40,Male,Divorced,Manager,0.5,267412,58,1.6,Yes,Low,Hypertension,Medium,HR,5,5,No,Low,High,14,High,Medium,High,Good,7,No,No,No,Often,Mumbai
202,22,Female,Divorced,Developer,0.7,114083,48,1.9,Yes,Medium,None,Large,Operations,5,5,Yes,High,Medium,6,Medium,Low,Medium,Excellent,2,Yes,No,Yes,Sometimes,Bangalore
203,32,Male,Single,Analyst,2.3,51768,40,2.5,Partial,Medium,None,Small,HR,5,5,No,Low,Medium,16,Low,High,High,Average,11,Yes,No,Yes,Sometimes,Bangalore
204,29,Male,Married,Developer,4.2,84648,44,1.7,Yes,Medium,Migraine,Large,Engineering,5.7,5,No,Medium,Medium,7,Low,Low,Medium,Poor,45,Yes,Yes,No,Sometimes,Delhi
205,33,Female,Divorced,Designer,4.2,53476,47,0.6,Partial,Medium,None,Large,Operations,5,5,Yes,Low,High,6,High,Medium,High,Poor,39,No,No,No,Rarely,Hyderabad
206,21,Female,Single,Intern,0.6,16103,32,3,Partial,Low,None,Large,Engineering,6,3,No,Medium,Medium,14,High,High,Low,Excellent,28,Yes,Yes,No,Rarely,Bangalore
207,27,Female,Divorced,Developer,2.6,96542,47,0.5,No,Medium,Migraine,Medium,Operations,6.2,5,Yes,Medium,Medium,18,High,Low,High,Good,15,Yes,No,Yes,Sometimes,Pune
208,26,Other,Single,Developer,2,108043,44,0.7,No,Low,None,Small,HR,5.5,5,No,Medium,High,18,Medium,Low,Low,Excellent,49,Yes,Yes,No,Sometimes,Hyderabad
209,25,Female,Divorced,Analyst,0.7,47344,42,0.8,No,Low,Migraine,Large,HR,6.5,5,Yes,Medium,High,6,Medium,High,Low,Poor,2,Yes,No,No,Sometimes,Kolkata
210,59,Female,Single,CEO,21.7,512931,69,1.5,Partial,High,Back Pain,Large,Operations,5,1,Yes,Medium,High,10,Low,High,Low,Good,20,No,Yes,No,Often,Pune
211,29,Male,Married,Developer,3.1,99039,43,1.8,Yes,Low,None,Medium,Engineering,5,5,Yes,Medium,High,17,High,Low,High,Average,5,No,Yes,No,Sometimes,Bangalore
212,30,Female,Married,Developer,6,84416,45,2.4,Partial,Low,Migraine,Medium,Engineering,5,4,Yes,High,High,15,Medium,Medium,Low,Average,13,Yes,Yes,Yes,Sometimes,Delhi
213,33,Female,Married,Analyst,3.8,55525,43,1.2,Partial,Low,None,Large,HR,5,5,No,Low,High,13,Medium,High,Low,Excellent,28,No,No,Yes,Sometimes,Hyderabad
214,31,Male,Married,Designer,7.2,51763,47,2.2,Yes,Low,Migraine,Medium,Engineering,5,4,Yes,Medium,Medium,11,High,High,Medium,Excellent,39,No,Yes,No,Rarely,Bangalore
215,60,Other,Married,CEO,20.3,581587,63,1.4,No,High,Arthritis,Medium,HR,5,1,No,Medium,Medium,18,Low,Medium,High,Average,38,No,No,Yes,Often,Kolkata
216,24,Other,Married,Intern,1.2,18802,26,2.6,Yes,Medium,Migraine,Large,Marketing,6.2,5,No,High,High,16,Low,High,Low,Poor,33,Yes,No,Yes,Rarely,Mumbai
217,30,Female,Married,Designer,1,52076,45,0.9,Partial,Medium,None,Large,Operations,5,5,No,Medium,Medium,10,High,Low,Low,Good,40,Yes,No,No,Rarely,Hyderabad
218,22,Female,Single,Intern,0.9,19680,28,1.6,Partial,Low,Migraine,Large,HR,6.7,5,Yes,High,High,20,Medium,Low,Low,Poor,45,No,No,No,Rarely,Delhi
219,26,Other,Divorced,Developer,2.1,115124,43,2,Yes,Medium,Migraine,Small,Operations,5.7,5,No,Medium,Medium,18,High,Medium,Low,Poor,40,No,Yes,Yes,Sometimes,Delhi
220,29,Male,Divorced,Analyst,3.4,59082,40,0.6,No,Medium,None,Medium,Marketing,6.2,5,Yes,Low,Medium,13,Medium,High,High,Excellent,21,No,No,Yes,Sometimes,Pune
221,33,Male,Married,Designer,5.4,48656,49,0.6,No,Low,Migraine,Small,Engineering,5.2,4,Yes,Medium,High,13,Low,Medium,Low,Average,35,Yes,No,No,Rarely,Pune
222,22,Male,Married,Intern,1.9,18229,26,1.8,Partial,Low,Migraine,Small,Engineering,6.2,4,Yes,Medium,Medium,16,Low,High,Low,Average,47,No,Yes,No,Rarely,Mumbai
223,28,Male,Divorced,Developer,5.4,105368,48,3,Yes,Low,None,Large,HR,5.2,4,Yes,High,Medium,6,High,High,Medium,Average,28,No,Yes,Yes,Sometimes,Mumbai
224,35,Other,Divorced,Analyst,14.4,50049,43,1.1,Partial,High,Diabetes,Small,Operations,5.5,3,No,Low,Medium,7,Low,Low,High,Poor,4,Yes,Yes,Yes,Sometimes,Kolkata
225,25,Female,Single,Developer,2.5,118610,48,2.1,Partial,Low,None,Medium,Engineering,5.7,5,Yes,High,High,18,High,Low,High,Poor,49,Yes,No,No,Sometimes,Delhi
226,48,Female,Single,CEO,22.7,556304,61,0.5,Partial,High,Diabetes,Large,HR,5,1,Yes,Medium,High,9,Medium,High,Medium,Poor,15,No,No,Yes,Often,Pune
227,23,Other,Divorced,Developer,2.8,108034,43,2.7,Yes,Low,None,Small,HR,5,5,Yes,High,High,5,Low,Medium,High,Good,22,Yes,No,No,Sometimes,Bangalore
228,37,Female,Married,Manager,9.3,200709,51,0.8,Partial,Low,Migraine,Medium,Marketing,5,4,No,Low,High,16,Low,High,Medium,Excellent,28,No,Yes,Yes,Often,Pune
229,34,Male,Single,Manager,4.1,282077,52,0.7,Partial,Low,None,Medium,Marketing,5,5,Yes,High,High,11,High,High,Medium,Excellent,39,Yes,Yes,Yes,Often,Kolkata
230,30,Other,Divorced,Manager,4.6,277098,55,2.8,Yes,Medium,None,Large,Marketing,5,5,No,Medium,Medium,18,Medium,Low,Medium,Excellent,39,No,Yes,Yes,Often,Mumbai
231,54,Other,Divorced,CEO,5,594163,62,1.4,No,Low,None,Large,Operations,5,4,Yes,Medium,Medium,14,Medium,High,High,Excellent,46,No,No,No,Often,Hyderabad
232,22,Female,Divorced,Developer,1.6,82758,48,1.9,Partial,Medium,Migraine,Large,HR,5,5,Yes,Medium,Medium,17,Medium,Low,High,Excellent,42,No,No,No,Sometimes,Bangalore
233,39,Female,Divorced,Manager,6.8,258588,58,0.7,No,Medium,None,Large,Marketing,5,4,Yes,Low,High,6,High,Medium,Medium,Excellent,34,No,Yes,No,Often,Pune
234,43,Female,Married,Manager,15.5,233072,57,1,No,High,Back Pain,Small,Operations,5,2,No,High,Medium,15,High,Medium,High,Average,31,Yes,No,Yes,Often,Kolkata
235,22,Female,Divorced,Intern,0.9,18444,34,2.3,Yes,Medium,Migraine,Small,Engineering,6.7,3,No,Low,Medium,12,High,High,Medium,Average,38,No,Yes,Yes,Rarely,Delhi
236,38,Other,Single,Manager,6,278120,58,1,No,Medium,None,Small,Engineering,5,4,Yes,High,Medium,7,High,Low,Low,Average,27,No,Yes,No,Often,Hyderabad
237,24,Female,Single,Developer,2.6,87832,47,3,Partial,Medium,Migraine,Small,Engineering,5.2,5,Yes,Medium,High,17,Low,Medium,High,Average,44,Yes,No,Yes,Sometimes,Mumbai
238,27,Female,Divorced,Analyst,5.1,49866,45,2.8,Yes,Low,Migraine,Large,Marketing,5.7,4,No,High,Medium,12,Medium,Low,High,Excellent,14,No,Yes,No,Sometimes,Delhi
239,43,Other,Married,CEO,2.9,529082,66,0.8,Partial,Medium,Diabetes,Medium,HR,5,5,Yes,High,Medium,13,Medium,High,Medium,Poor,15,No,Yes,No,Often,Hyderabad
240,33,Male,Divorced,Manager,6,237876,51,3,Yes,Medium,Migraine,Large,Engineering,5,4,No,High,Medium,12,Medium,High,Medium,Good,13,No,No,Yes,Often,Bangalore
241,39,Other,Married,Manager,13.8,283208,55,2.8,Partial,High,Back Pain,Large,Marketing,5,3,No,Medium,Medium,11,High,High,Medium,Excellent,39,No,Yes,Yes,Often,Mumbai
242,26,Female,Divorced,Analyst,4.7,46704,44,1.4,Partial,Low,Migraine,Small,Engineering,6.2,5,Yes,Medium,Medium,7,Medium,High,Medium,Good,9,Yes,No,No,Sometimes,Pune
243,45,Other,Single,Manager,11.6,259039,57,2.1,Yes,High,Diabetes,Small,Operations,5,3,Yes,High,High,5,Medium,High,Low,Good,19,Yes,No,Yes,Often,Delhi
244,53,Other,Divorced,CEO,10.6,596270,66,1.9,Yes,High,Hypertension,Medium,Marketing,5,3,Yes,Medium,Medium,9,Low,Low,Medium,Poor,27,No,Yes,No,Often,Delhi
245,22,Male,Divorced,Developer,0.6,80844,50,2,Yes,Medium,Migraine,Small,Engineering,5,5,No,Medium,Medium,17,Low,Medium,High,Average,29,No,Yes,Yes,Sometimes,Bangalore
246,28,Female,Married,Analyst,3.7,46669,43,1.1,Partial,Low,Migraine,Small,Marketing,6.5,5,No,Low,High,7,Medium,High,High,Poor,2,Yes,Yes,No,Sometimes,Kolkata
247,26,Male,Married,Designer,2.2,45122,40,0.8,Partial,Low,Migraine,Medium,Engineering,6.2,5,No,High,High,8,High,Low,Low,Poor,31,Yes,No,No,Rarely,Pune
248,30,Female,Married,Designer,1.6,49054,47,2.3,Yes,Low,None,Large,Operations,5,5,No,Medium,High,7,Low,Medium,Low,Good,11,Yes,Yes,No,Rarely,Delhi
249,31,Male,Single,Designer,9.9,47734,40,2.6,Partial,Medium,Migraine,Large,Engineering,5,4,Yes,High,High,8,Low,Low,Medium,Average,14,Yes,No,Yes,Rarely,Bangalore
250,30,Other,Single,Manager,9,210944,60,0.7,No,Medium,None,Small,Marketing,5,4,No,High,High,14,Medium,High,Low,Poor,28,Yes,Yes,No,Often,Pune
251,22,Female,Married,Developer,0.8,119883,48,0.5,Partial,Medium,None,Medium,Engineering,6.2,5,No,Medium,High,20,Low,High,High,Good,40,No,Yes,Yes,Sometimes,Pune
252,23,Male,Married,Intern,0.9,16938,32,1.2,Partial,Low,Migraine,Small,Marketing,7.2,4,Yes,Medium,High,20,High,High,Medium,Poor,21,Yes,Yes,No,Rarely,Pune
253,27,Male,Single,Designer,4.1,47737,49,1.4,No,Low,Migraine,Large,Engineering,6.5,5,Yes,High,Medium,7,Medium,Low,Low,Good,30,No,Yes,No,Rarely,Kolkata
254,37,Male,Divorced,Manager,4.6,242196,56,0.7,Partial,Low,None,Small,HR,5,5,Yes,Medium,Medium,14,Medium,High,Low,Poor,42,No,Yes,No,Often,Hyderabad
255,25,Female,Single,Developer,3.7,112674,46,2.1,Partial,Medium,Migraine,Small,Operations,5,5,Yes,Medium,Medium,19,High,Low,Medium,Good,43,Yes,Yes,No,Sometimes,Bangalore
256,29,Female,Married,Developer,5.4,103401,47,2.6,Yes,Low,Migraine,Small,HR,5,4,Yes,High,Medium,8,Medium,High,Medium,Good,39,No,No,No,Sometimes,Bangalore
257,39,Female,Single,Manager,11.1,219517,54,2.4,Yes,High,Arthritis,Medium,Operations,5,3,Yes,Low,High,14,High,Low,Low,Average,21,No,Yes,No,Often,Mumbai
258,49,Female,Married,CEO,18.8,599951,70,2.6,Partial,High,Arthritis,Large,HR,5,2,Yes,High,Medium,7,Medium,Low,High,Poor,47,No,Yes,Yes,Often,Delhi
259,40,Other,Divorced,CEO,1.2,538225,62,1.7,Partial,Low,Diabetes,Small,Marketing,5,5,Yes,High,High,12,Medium,Low,Medium,Average,29,No,No,No,Often,Bangalore
260,23,Male,Divorced,Intern,0.8,18009,27,2.6,Yes,Low,None,Small,Marketing,6.7,4,No,Low,Medium,15,Medium,High,Low,Excellent,31,Yes,Yes,Yes,Rarely,Delhi
261,27,Other,Single,Analyst,6.2,54813,41,2.1,Yes,Low,Migraine,Medium,Engineering,5.7,4,No,High,High,13,Medium,Medium,Low,Poor,2,Yes,No,No,Sometimes,Delhi
262,33,Male,Married,Manager,10.5,293868,59,1.4,No,High,Back Pain,Large,Engineering,5,3,Yes,High,Medium,13,Medium,Low,High,Excellent,24,Yes,Yes,Yes,Often,Hyderabad
263,21,Male,Single,Intern,1,16338,30,2.3,Partial,Low,Migraine,Medium,HR,6.2,5,Yes,High,High,13,High,High,Low,Good,42,No,Yes,No,Rarely,Mumbai
264,24,Male,Single,Intern,2,16537,34,2.4,Partial,Medium,Migraine,Small,HR,6.7,3,Yes,Medium,High,15,Low,Medium,Medium,Excellent,43,No,No,Yes,Rarely,Delhi
265,45,Male,Divorced,CEO,13,528142,66,1.3,Partial,High,Hypertension,Small,HR,5,3,Yes,Low,High,18,Low,Low,Medium,Average,21,Yes,No,No,Often,Hyderabad
266,35,Other,Single,Manager,5.9,240917,51,0.5,No,Low,None,Large,Operations,5,4,Yes,High,High,6,Low,Low,Medium,Average,49,Yes,No,No,Often,Kolkata
267,56,Female,Single,CEO,5.3,543287,70,2,Partial,Medium,None,Small,Marketing,5,4,No,Low,Medium,12,High,Low,Medium,Good,10,Yes,Yes,No,Often,Bangalore
268,33,Other,Divorced,Manager,9.1,265072,51,1,No,Medium,None,Large,Engineering,5,4,Yes,Medium,Medium,14,Medium,High,Low,Poor,25,Yes,Yes,Yes,Often,Kolkata
269,43,Male,Divorced,CEO,9.5,582430,67,2,Yes,Medium,Diabetes,Large,Operations,5,4,Yes,Medium,High,14,Low,Medium,High,Poor,21,No,Yes,Yes,Often,Delhi
270,27,Other,Divorced,Analyst,6.7,54694,43,2.2,Partial,Low,None,Small,Engineering,5,4,No,High,High,6,Low,Medium,High,Average,11,Yes,Yes,No,Sometimes,Bangalore
271,31,Other,Single,Designer,8.4,43920,49,0.9,No,Medium,Migraine,Large,Operations,5.2,4,No,Medium,Medium,6,Low,Low,Low,Poor,7,Yes,No,No,Rarely,Pune
272,50,Other,Married,CEO,24.5,571433,63,2,Partial,High,Diabetes,Medium,HR,5,1,No,Low,Medium,13,Low,Low,Low,Average,44,No,No,Yes,Often,Mumbai
273,25,Other,Married,Analyst,1.5,51880,42,2.2,Yes,Medium,Migraine,Medium,Engineering,5,5,No,Low,High,13,Low,Medium,High,Poor,43,Yes,Yes,Yes,Sometimes,Bangalore
274,22,Other,Married,Intern,0.6,17055,34,0.9,Partial,Medium,None,Small,Operations,7.5,4,Yes,High,Medium,11,Medium,High,High,Poor,12,No,Yes,Yes,Rarely,Kolkata
275,29,Female,Divorced,Designer,7.3,54913,50,1.8,Partial,Medium,None,Small,Engineering,5.2,4,Yes,Medium,Medium,20,Medium,Low,Medium,Excellent,37,Yes,Yes,Yes,Rarely,Mumbai
276,30,Other,Married,Designer,1.4,48210,48,2.4,Partial,Low,Migraine,Large,Operations,5,5,Yes,Low,High,14,Low,Medium,Low,Good,21,Yes,Yes,No,Rarely,Bangalore
277,29,Male,Divorced,Analyst,8,52334,40,1.5,No,Low,None,Small,Operations,6.5,4,No,Low,Medium,14,High,Low,Low,Poor,28,No,Yes,Yes,Sometimes,Kolkata
278,44,Female,Single,Manager,14.6,226495,51,1.6,Partial,High,Back Pain,Small,HR,5,3,No,High,High,18,Low,Low,Low,Poor,33,Yes,Yes,No,Often,Bangalore
279,57,Female,Divorced,CEO,9.8,515607,66,1.6,Partial,Medium,Back Pain,Medium,HR,5,4,Yes,High,Medium,20,High,High,Medium,Excellent,6,Yes,No,No,Often,Delhi
280,31,Other,Divorced,Analyst,4.2,48754,40,2.6,Partial,Medium,Migraine,Medium,Engineering,5,5,Yes,High,Medium,15,High,Low,Medium,Excellent,22,No,Yes,Yes,Sometimes,Bangalore
281,27,Other,Married,Developer,5.1,99084,41,2.4,Partial,Medium,None,Large,HR,5.2,4,Yes,High,Medium,16,Low,High,Low,Excellent,26,Yes,Yes,Yes,Sometimes,Mumbai
282,30,Other,Single,Designer,1.1,47764,43,1.4,Partial,Low,None,Large,Engineering,5,5,No,Low,High,8,Medium,Low,Low,Poor,42,No,Yes,No,Rarely,Hyderabad
